district,crop,season,temperature,humidity,rainfall,demand,supply,price_per_kg
Cuddalore,Snake Gourd,Normal,30.2,66,28.9,431,258,29.15
Tiruchirappalli,Bitter Gourd,Summer,37.5,52,13.7,362,276,42.03
Villupuram,Corn,Light Rain,26.0,71,62.5,604,660,22.13
Pudukottai,Onion,Normal,31.4,67,19.0,837,691,36.65
Tiruchirappalli,Rice,Light Rain,26.1,74,62.0,988,993,45.82
Chennai,Tomato,Light Rain,26.8,79,58.8,738,835,21.09
Pudukottai,Drumstick,Rainy,26.9,93,190.9,428,505,34.45
Madurai,Okra,Summer,39.4,59,0.0,499,389,37.74
Cuddalore,Beans,Normal,29.8,66,34.0,624,507,36.4
Erode,Turmeric,Normal,31.7,62,31.9,597,620,101.33
Tiruvannamalai,Beans,Rainy,29.5,92,182.6,420,633,27.13
Dindigul,Mango,Rainy,30.8,92,186.3,696,978,41.23
Dindigul,Carrot,Normal,33.4,69,35.1,543,472,43.61
Thiruvarur,Beans,Rainy,24.9,85,189.5,455,619,26.65
Erode,Corn,Normal,33.8,65,35.2,779,686,28.23
Vellore,Groundnut,Summer,36.9,53,11.8,785,627,98.72
Thiruvarur,Sugarcane,Normal,28.3,62,24.4,1161,1149,5.08
Thanjavur,Drumstick,Normal,28.0,62,26.9,467,384,44.95
Villupuram,Onion,Rainy,27.4,86,190.4,683,889,22.22
Salem,Tapioca,Rainy,28.8,90,192.4,503,654,9.56
Coimbatore,Cauliflower,Rainy,29.4,89,193.6,414,581,21.37
Sivaganga,Banana,Summer,37.9,57,0.0,928,758,36.53
Kanchipuram,Coconut,Summer,37.4,55,9.2,1011,753,25.97
Salem,Onion,Summer,38.8,56,5.9,930,533,48.66
Tirunelveli,Cashew,Light Rain,28.8,72,61.2,586,628,114.94
Chennai,Beans,Light Rain,25.6,74,63.5,514,548,34.49
Ramanathapuram,Banana,Summer,38.7,52,0.0,895,641,36.84
Namakkal,Drumstick,Light Rain,28.0,75,55.4,363,469,38.14
Pudukottai,Drumstick,Normal,31.2,68,28.2,366,485,40.32
Dindigul,Cabbage,Summer,37.1,60,9.8,616,479,28.88
Ramanathapuram,Tapioca,Summer,39.0,60,4.4,710,444,20.17
Krishnagiri,Mango,Light Rain,27.5,73,56.7,854,881,53.05
Tiruvannamalai,Groundnut,Rainy,31.0,90,192.1,637,890,55.14
Villupuram,Groundnut,Rainy,26.9,84,196.8,627,820,58.08
Namakkal,Beans,Rainy,28.6,86,181.8,521,584,26.67
Madurai,Bitter Gourd,Light Rain,28.1,78,56.1,372,347,28.28
Erode,Onion,Normal,33.6,60,20.1,781,744,33.11
Nagapattinam,Rice,Normal,29.4,60,21.4,1063,1040,51.08
Thoothukudi,Cashew,Light Rain,26.5,76,66.9,688,585,116.1
Madurai,Turmeric,Summer,37.5,54,3.6,748,458,134.96
Thoothukudi,Rice,Light Rain,27.5,72,71.3,997,1085,44.48
Nagapattinam,Coconut,Rainy,25.5,84,198.7,791,962,14.04
Krishnagiri,Potato,Summer,39.8,59,10.2,674,622,43.73
Kanchipuram,Bitter Gourd,Rainy,28.3,86,190.3,352,395,23.81
Namakkal,Groundnut,Normal,29.2,59,19.2,756,641,82.39
Vellore,Mango,Summer,36.0,59,0.0,905,676,74.23
Chennai,Potato,Summer,35.1,52,0.0,766,518,45.92
Thiruvarur,Rice,Summer,34.2,54,1.6,1093,891,65.22
Tiruvannamalai,Cauliflower,Rainy,27.9,87,197.1,439,650,21.18
Thanjavur,Onion,Light Rain,24.9,73,57.1,782,799,27.5
Villupuram,Beans,Rainy,26.0,88,188.1,542,688,25.15
Sivaganga,Tomato,Normal,29.6,60,36.0,875,796,24.09
Sivaganga,Drumstick,Normal,31.4,60,34.1,413,411,44.23
Erode,Corn,Rainy,30.9,87,180.6,538,750,18.5
Kanchipuram,Tapioca,Summer,37.9,53,12.3,706,451,20.98
Thiruvarur,Drumstick,Light Rain,23.6,70,54.8,426,375,45.41
Cuddalore,Okra,Light Rain,23.5,72,67.9,543,547,25.63
Pudukottai,Beans,Rainy,28.2,86,187.4,530,608,27.49
Kanchipuram,Onion,Light Rain,27.7,78,55.0,670,697,29.47
Dindigul,Carrot,Summer,37.3,54,8.5,512,475,52.72
Kanchipuram,Tapioca,Rainy,26.1,92,189.2,537,633,9.78
Virudhunagar,Carrot,Summer,36.9,57,3.2,617,395,55.48
Virudhunagar,Chilli,Summer,36.2,55,5.1,487,452,146.98
Krishnagiri,Tomato,Light Rain,27.2,74,64.0,821,823,23.6
Tirunelveli,Banana,Summer,39.1,52,0.0,859,737,39.4
Thoothukudi,Chilli,Normal,32.7,60,29.3,556,456,120.12
Thoothukudi,Snake Gourd,Light Rain,27.3,76,53.3,376,375,22.48
Dharmapuri,Carrot,Summer,38.8,54,13.2,543,389,52.96
Dindigul,Onion,Normal,33.0,66,35.8,742,727,31.49
Tiruchirappalli,Groundnut,Light Rain,28.5,78,60.2,774,798,67.03
Thiruvarur,Okra,Summer,35.8,60,5.1,527,441,39.23
Namakkal,Drumstick,Summer,36.7,61,9.7,538,330,70.73
Cuddalore,Beans,Normal,28.8,65,27.9,505,606,37.34
Krishnagiri,Potato,Normal,32.6,69,27.5,722,656,34.22
Nagapattinam,Beans,Rainy,24.5,89,193.6,555,678,26.01
Krishnagiri,Mango,Rainy,27.3,92,181.6,744,1015,41.08
Tirunelveli,Ash Gourd,Normal,33.7,67,18.9,288,260,16.65
Thoothukudi,Okra,Summer,38.0,62,0.9,630,331,48.72
Dharmapuri,Mango,Summer,37.3,59,5.4,898,726,71.05
Coimbatore,Sugarcane,Rainy,30.2,90,182.5,1022,1296,3.3
Virudhunagar,Rice,Summer,38.7,62,5.8,1145,866,70.67
Virudhunagar,Cabbage,Normal,32.4,67,25.4,600,530,21.43
Salem,Rice,Light Rain,26.3,77,55.8,1000,1061,41.21
Thiruvarur,Drumstick,Light Rain,25.0,77,61.6,351,485,37.35
Ramanathapuram,Onion,Summer,38.2,53,7.0,897,579,44.34
Salem,Okra,Normal,29.8,65,26.7,453,550,29.59
Kanchipuram,Tapioca,Rainy,26.8,85,189.1,603,778,10.03
Kanchipuram,Rice,Light Rain,26.5,76,53.6,1022,1060,42.61
Thiruvarur,Onion,Light Rain,25.1,79,66.1,763,715,27.95
Thanjavur,Drumstick,Summer,36.7,54,0.0,524,354,64.44
Dindigul,Cauliflower,Normal,31.4,59,19.8,542,555,30.41
Ramanathapuram,Okra,Normal,34.0,67,21.9,511,397,32.09
Nagapattinam,Drumstick,Rainy,27.8,91,191.7,454,433,33.12
Chennai,Beans,Rainy,27.3,89,184.1,543,669,28.29
Madurai,Bitter Gourd,Light Rain,27.8,79,57.4,422,310,33.96
Thanjavur,Sugarcane,Normal,30.4,63,22.0,1206,1149,5.08
Tiruvannamalai,Tomato,Rainy,27.3,89,195.3,621,842,16.51
Kanchipuram,Rice,Light Rain,26.4,79,66.7,1007,976,41.79
Tirunelveli,Rice,Summer,36.3,53,7.8,1094,856,64.13
Tiruppur,Rice,Light Rain,27.4,77,68.0,1030,1101,45.5
Erode,Rice,Normal,33.1,62,36.4,957,914,46.08
Coimbatore,Beans,Summer,39.0,59,5.9,683,377,51.87
Sivaganga,Onion,Normal,31.7,69,24.8,804,763,34.06
Thoothukudi,Chilli,Rainy,29.3,85,181.8,451,593,71.03
Madurai,Mango,Light Rain,28.4,76,53.5,864,899,49.61
Tiruppur,Corn,Summer,39.6,61,0.0,847,621,31.96
Erode,Corn,Light Rain,27.4,77,59.3,718,740,23.15
Thiruvarur,Beans,Normal,29.8,59,32.5,545,567,34.47
Salem,Onion,Rainy,26.4,89,193.3,735,908,22.67
Tirunelveli,Snake Gourd,Normal,33.4,69,19.2,358,309,27.2
Thoothukudi,Snake Gourd,Rainy,27.7,90,192.6,337,418,18.03
Virudhunagar,Cabbage,Normal,30.8,62,35.7,626,606,19.5
Krishnagiri,Cabbage,Rainy,29.9,94,195.6,500,773,13.3
Tirunelveli,Ash Gourd,Light Rain,28.3,71,67.2,292,273,16.95
Madurai,Bitter Gourd,Light Rain,30.8,80,67.6,407,399,26.96
Krishnagiri,Beans,Summer,39.1,58,1.2,552,458,48.46
Salem,Tapioca,Summer,38.4,52,11.0,616,466,18.93
Tiruchirappalli,Banana,Summer,36.2,58,0.0,865,639,41.08
Thoothukudi,Tapioca,Summer,39.4,62,9.8,731,495,18.09
Tiruchirappalli,Tomato,Rainy,29.1,85,191.2,685,964,17.01
Tiruvannamalai,Tapioca,Summer,39.8,58,4.4,736,440,21.54
Chennai,Bitter Gourd,Normal,31.3,67,37.2,420,289,35.01
Chennai,Potato,Normal,31.5,67,31.7,671,608,35.42
Chennai,Cauliflower,Rainy,27.0,85,185.5,393,628,20.01
Tiruchirappalli,Rice,Summer,38.4,54,1.9,1106,883,68.13
Krishnagiri,Cabbage,Light Rain,26.8,75,58.9,583,585,18.52
Coimbatore,Tomato,Light Rain,28.9,79,71.6,748,848,22.86
Sivaganga,Tomato,Rainy,27.5,92,197.3,727,848,17.3
Namakkal,Groundnut,Light Rain,28.6,75,69.6,691,752,71.28
Krishnagiri,Rice,Normal,33.3,65,28.7,1075,931,53.6
Pudukottai,Okra,Normal,30.6,59,21.9,447,426,29.79
Sivaganga,Okra,Normal,32.1,62,23.7,565,404,31.56
Namakkal,Okra,Normal,29.2,62,30.8,529,419,30.76
Thiruvarur,Tomato,Light Rain,23.1,79,55.1,743,834,21.11
Ramanathapuram,Pumpkin,Light Rain,26.7,72,66.1,468,383,19.03
Tiruvannamalai,Rice,Rainy,27.3,87,195.3,863,1225,35.83
Nagapattinam,Rice,Rainy,24.7,85,192.4,818,1171,33.57
Erode,Coconut,Light Rain,26.7,75,56.4,745,871,16.48
Tirunelveli,Rice,Light Rain,28.3,75,61.7,968,984,43.59
Sivaganga,Bitter Gourd,Light Rain,28.5,77,58.7,383,357,28.52
Thanjavur,Drumstick,Normal,31.2,60,19.8,455,369,49.67
Thanjavur,Sugarcane,Summer,35.3,53,0.0,1338,947,7.02
Villupuram,Onion,Light Rain,25.5,78,61.8,736,729,27.67
Pudukottai,Bitter Gourd,Summer,38.9,56,9.7,412,300,43.56
Kanchipuram,Onion,Normal,28.3,60,29.7,809,760,32.91
Nagapattinam,Drumstick,Light Rain,25.3,76,56.1,490,389,42.85
Namakkal,Corn,Rainy,29.0,93,185.9,528,756,17.54
Villupuram,Onion,Rainy,27.6,93,182.7,684,913,23.56
Villupuram,Onion,Normal,28.9,62,33.6,751,790,33.72
Madurai,Tomato,Summer,38.4,60,0.0,896,579,34.19
Vellore,Beans,Summer,38.4,59,0.8,578,390,52.49
Coimbatore,Okra,Normal,33.2,61,28.0,521,530,30.59
Thanjavur,Sugarcane,Light Rain,25.6,75,53.2,1171,1123,4.19
Chennai,Potato,Rainy,27.4,94,187.1,606,820,22.33
Tirunelveli,Ash Gourd,Rainy,29.0,93,197.9,303,360,12.68
Sivaganga,Beans,Normal,30.3,68,28.1,583,503,35.81
Sivaganga,Drumstick,Summer,38.0,62,12.5,538,399,62.08
Nagapattinam,Coconut,Light Rain,23.9,77,70.0,739,918,16.9
Villupuram,Pumpkin,Light Rain,25.9,78,56.3,446,479,18.71
Madurai,Banana,Rainy,30.7,89,187.1,687,969,20.23
Vellore,Groundnut,Summer,36.0,61,8.0,762,646,95.71
Tiruvannamalai,Rice,Rainy,30.7,86,187.7,876,1131,34.14
Dindigul,Cauliflower,Normal,32.4,62,34.7,550,524,30.36
Salem,Onion,Normal,30.9,59,35.7,824,720,33.81
Cuddalore,Tomato,Normal,30.8,65,34.8,746,806,26.4
Salem,Tomato,Light Rain,26.8,80,64.6,725,755,22.77
Cuddalore,Beans,Summer,35.2,56,9.4,630,447,52.07
Dindigul,Cabbage,Rainy,29.8,90,190.3,486,687,13.57
Coimbatore,Onion,Rainy,29.2,84,181.4,704,926,23.54
Virudhunagar,Beans,Normal,30.6,61,36.9,599,488,38.71
Salem,Beans,Normal,31.3,59,27.9,617,523,38.8
Salem,Drumstick,Rainy,26.1,92,192.8,333,418,32.61
Tiruppur,Okra,Rainy,27.8,87,189.7,349,613,20.54
Madurai,Drumstick,Rainy,28.2,90,187.9,386,491,32.71
Nagapattinam,Beans,Normal,28.8,64,30.9,573,481,35.57
Thanjavur,Beans,Normal,30.2,59,30.0,586,597,38.42
Virudhunagar,Beans,Normal,30.2,66,29.7,566,540,37.71
Kanchipuram,Tomato,Normal,29.5,67,30.9,782,734,26.15
Kanchipuram,Coconut,Rainy,26.1,89,192.0,740,967,13.34
Madurai,Banana,Normal,32.9,67,27.7,802,787,29.89
Tiruvannamalai,Tapioca,Light Rain,28.4,71,57.8,661,625,12.89
Sivaganga,Onion,Normal,30.1,64,27.5,748,697,33.93
Tiruchirappalli,Okra,Normal,30.2,67,36.7,551,519,30.34
Erode,Chilli,Rainy,29.6,86,187.6,457,478,78.29
Namakkal,Groundnut,Rainy,26.2,85,186.0,685,835,52.09
Villupuram,Corn,Rainy,27.3,92,189.7,652,806,18.25
Dindigul,Carrot,Light Rain,29.1,71,57.1,499,455,35.99
Tiruvannamalai,Beans,Normal,31.0,68,20.0,494,596,36.5
Ramanathapuram,Tomato,Normal,33.1,59,24.8,844,760,24.49
Tirunelveli,Cashew,Normal,30.5,67,37.5,637,543,133.47
Virudhunagar,Cauliflower,Light Rain,29.1,78,65.4,460,484,24.41
Ramanathapuram,Okra,Summer,38.1,55,5.0,491,384,39.19
Thanjavur,Drumstick,Rainy,29.0,84,193.9,443,516,32.13
Erode,Tomato,Rainy,27.4,88,194.2,711,848,16.76
Thanjavur,Beans,Light Rain,24.8,70,68.5,583,578,34.98
Krishnagiri,Groundnut,Normal,33.3,67,33.1,783,757,84.67
Virudhunagar,Carrot,Normal,30.4,66,34.3,459,421,38.7
Ramanathapuram,Tomato,Normal,32.5,63,31.1,753,819,25.79
Chennai,Tomato,Summer,34.3,55,12.8,813,574,32.34
Thanjavur,Rice,Normal,29.0,62,21.6,1027,959,49.24
Dindigul,Banana,Rainy,28.9,94,188.0,769,1001,20.51
Krishnagiri,Mango,Light Rain,28.7,75,65.6,811,922,46.43
Tirunelveli,Rice,Normal,33.7,60,28.6,974,1022,49.73
Tiruppur,Corn,Light Rain,26.3,74,58.8,601,733,21.17
Namakkal,Tomato,Normal,32.4,65,22.1,848,733,28.18
Tiruchirappalli,Banana,Rainy,27.7,94,194.9,636,951,19.01
Madurai,Bitter Gourd,Light Rain,30.9,78,58.4,396,368,27.79
Pudukottai,Rice,Summer,38.1,54,0.0,1104,778,62.1
Thoothukudi,Chilli,Summer,38.7,58,0.0,557,347,152.14
Tirunelveli,Chilli,Light Rain,28.8,70,52.0,484,417,106.19
Thanjavur,Sugarcane,Summer,35.3,61,0.0,1192,945,6.62
Dharmapuri,Tomato,Rainy,28.3,89,195.8,753,971,18.31
Thoothukudi,Onion,Normal,30.7,62,25.3,705,669,31.83
Ramanathapuram,Bitter Gourd,Light Rain,26.5,73,69.5,296,420,28.85
Vellore,Tomato,Rainy,30.0,94,181.0,652,834,18.89
Salem,Drumstick,Normal,31.4,69,33.0,399,332,49.28
Virudhunagar,Onion,Summer,38.5,61,13.7,781,536,46.13
Tirunelveli,Tomato,Rainy,30.3,88,183.8,605,845,17.11
Dindigul,Rice,Rainy,29.2,92,187.4,864,1125,31.76
Thoothukudi,Tomato,Summer,37.2,52,4.0,868,713,34.56
Sivaganga,Beans,Rainy,29.1,84,195.6,514,710,25.74
Kanchipuram,Tomato,Normal,28.7,66,31.3,826,696,25.15
Tirunelveli,Onion,Summer,37.9,62,14.0,895,664,43.44
Kanchipuram,Cauliflower,Light Rain,26.5,78,69.0,598,537,25.56
Pudukottai,Tapioca,Summer,36.1,60,0.0,714,555,18.87
Sivaganga,Chilli,Rainy,26.1,84,187.6,331,470,72.91
Pudukottai,Rice,Light Rain,25.9,71,57.0,870,1079,40.52
Erode,Rice,Normal,30.4,66,25.7,1064,1045,48.5
Madurai,Bitter Gourd,Rainy,31.3,84,189.5,384,432,23.05
Namakkal,Banana,Rainy,27.5,86,194.6,683,968,20.13
Tiruppur,Cauliflower,Normal,30.7,66,19.9,599,572,30.49
Tiruchirappalli,Okra,Light Rain,27.2,77,62.5,445,413,28.81
Ramanathapuram,Tomato,Summer,39.2,52,0.0,937,717,34.72
Villupuram,Okra,Normal,27.2,59,34.4,479,394,32.85
Nagapattinam,Bitter Gourd,Normal,29.5,62,26.1,378,331,32.4
Villupuram,Onion,Summer,33.5,56,8.4,932,680,46.18
Cuddalore,Beans,Light Rain,24.2,79,59.4,582,601,30.77
Salem,Onion,Rainy,29.6,94,183.9,737,820,21.77
Namakkal,Tomato,Summer,38.4,54,2.3,848,714,33.92
Tiruvannamalai,Tapioca,Normal,31.4,59,30.3,543,628,12.7
Tiruchirappalli,Beans,Light Rain,28.2,71,66.6,467,552,32.9
Vellore,Rice,Rainy,26.1,90,195.7,855,1105,33.42
Ramanathapuram,Tapioca,Light Rain,26.5,74,67.8,517,657,12.33
Nagapattinam,Coconut,Light Rain,25.6,72,59.9,832,845,15.91
Villupuram,Tomato,Light Rain,23.9,70,66.6,704,865,21.98
Ramanathapuram,Bitter Gourd,Light Rain,28.7,77,70.4,361,447,26.84
Dharmapuri,Rice,Rainy,28.8,92,184.9,924,1218,35.03
Dindigul,Rice,Summer,36.1,56,8.0,1047,860,67.4
Coimbatore,Tomato,Light Rain,27.6,80,53.4,765,734,23.44
Tiruchirappalli,Banana,Summer,35.0,61,0.0,911,666,36.63
Dindigul,Beans,Light Rain,28.6,72,54.2,531,551,35.03
Tiruppur,Sugarcane,Normal,30.4,60,22.4,1113,1153,5.1
Erode,Coconut,Rainy,29.6,94,199.4,653,988,12.4
Tiruppur,Tomato,Light Rain,28.1,70,66.8,680,748,23.75
Sivaganga,Groundnut,Normal,29.3,64,24.3,807,727,74.12
Nagapattinam,Coconut,Normal,27.9,65,23.9,790,776,18.1
Thanjavur,Tapioca,Light Rain,26.1,80,68.5,522,589,11.7
Tiruvannamalai,Cauliflower,Summer,39.6,60,0.0,542,501,36.42
Villupuram,Okra,Light Rain,25.7,75,57.4,432,462,27.85
Madurai,Banana,Rainy,31.3,85,198.5,721,880,20.75
Dharmapuri,Beans,Light Rain,30.1,73,68.6,581,485,35.02
Virudhunagar,Carrot,Normal,31.3,65,33.3,597,471,42.61
Tiruchirappalli,Beans,Normal,31.3,68,28.6,505,533,38.02
Tiruchirappalli,Beans,Summer,38.5,58,5.9,602,459,48.66
Vellore,Cabbage,Rainy,27.4,88,191.4,582,671,15.41
Thiruvarur,Sugarcane,Summer,36.9,52,13.3,1300,965,6.35
Virudhunagar,Rice,Normal,31.6,68,29.6,1048,1039,45.73
Thoothukudi,Onion,Summer,37.3,52,2.7,879,626,46.27
Krishnagiri,Cauliflower,Rainy,30.1,85,184.6,531,609,21.46
Kanchipuram,Cauliflower,Rainy,26.3,88,191.7,514,572,21.1
Erode,Coconut,Summer,38.3,58,9.2,963,651,24.29
Nagapattinam,Rice,Summer,35.3,62,5.3,1090,842,67.46
Chennai,Bitter Gourd,Summer,34.4,62,3.1,389,333,41.94
Namakkal,Okra,Normal,32.4,62,24.6,502,534,31.37
Thiruvarur,Tomato,Light Rain,23.9,78,62.1,685,724,22.2
Ramanathapuram,Onion,Light Rain,27.7,78,62.1,744,703,30.41
Tiruppur,Tomato,Light Rain,27.5,79,66.6,790,855,24.04
Vellore,Cauliflower,Rainy,29.3,88,195.5,418,604,20.26
Tiruchirappalli,Bitter Gourd,Rainy,27.8,93,196.3,251,369,23.64
Thoothukudi,Tomato,Summer,39.8,56,10.1,951,574,37.75
Thoothukudi,Pumpkin,Normal,33.0,60,31.4,427,407,20.45
Erode,Turmeric,Light Rain,28.0,77,68.1,600,739,80.0
Thiruvarur,Beans,Summer,34.1,58,2.4,552,401,50.81
Thiruvarur,Banana,Rainy,24.4,87,183.8,756,894,19.14
Namakkal,Beans,Light Rain,27.9,72,70.2,515,620,29.19
Sivaganga,Rice,Normal,30.7,63,21.6,988,1038,46.18
Thiruvarur,Drumstick,Light Rain,26.1,74,56.9,379,430,37.26
Pudukottai,Rice,Normal,29.4,63,37.6,1026,935,53.15
Virudhunagar,Beans,Summer,40.0,61,0.0,669,421,55.11
Nagapattinam,Banana,Rainy,26.0,86,186.6,635,966,20.11
Virudhunagar,Potato,Normal,33.7,60,32.9,613,633,35.01
Dharmapuri,Okra,Light Rain,29.4,70,56.0,410,566,24.93
Chennai,Brinjal,Normal,31.8,64,33.6,560,617,22.4
Tiruvannamalai,Corn,Summer,37.1,56,0.0,708,585,31.2
Cuddalore,Drumstick,Summer,34.6,55,9.8,497,299,70.61
Dindigul,Tomato,Rainy,29.8,84,194.1,740,911,17.43
Namakkal,Drumstick,Rainy,26.2,91,190.5,365,509,30.66
Dindigul,Banana,Light Rain,26.1,76,56.4,859,872,25.74
Thanjavur,Bitter Gourd,Normal,30.0,67,30.8,443,287,36.48
Thiruvarur,Okra,Light Rain,26.2,76,68.8,405,417,25.71
Thiruvarur,Okra,Rainy,28.0,89,180.8,413,552,21.42
Pudukottai,Groundnut,Rainy,28.7,84,184.1,642,860,51.12
Ramanathapuram,Onion,Light Rain,26.2,71,54.0,807,816,28.77
Cuddalore,Beans,Normal,30.5,66,29.0,535,488,38.56
Dindigul,Mango,Light Rain,27.6,73,65.7,903,934,53.14
Chennai,Tomato,Light Rain,24.4,76,61.5,775,849,23.7
Kanchipuram,Tomato,Light Rain,25.8,72,66.1,815,765,24.35
Pudukottai,Rice,Rainy,26.4,90,180.4,921,1239,33.88
Villupuram,Tomato,Normal,29.4,63,26.3,782,836,24.74
Dindigul,Cauliflower,Normal,33.9,68,35.0,475,513,26.52
Pudukottai,Drumstick,Light Rain,25.7,77,71.6,388,460,41.51
Tirunelveli,Ash Gourd,Rainy,28.9,89,186.7,321,360,13.32
Salem,Corn,Light Rain,25.2,76,69.3,610,687,23.21
Krishnagiri,Carrot,Normal,33.2,67,18.5,565,524,38.73
Thiruvarur,Sugarcane,Normal,28.4,62,35.3,1220,1099,4.9
Nagapattinam,Okra,Rainy,26.5,86,191.4,397,639,21.5
Thanjavur,Onion,Rainy,25.7,93,194.9,735,922,23.72
Chennai,Cabbage,Summer,35.7,55,8.4,618,466,27.97
Pudukottai,Onion,Light Rain,28.9,78,66.6,696,771,27.43
Thiruvarur,Drumstick,Summer,36.5,53,0.9,506,293,63.35
Tiruchirappalli,Okra,Rainy,29.3,88,188.0,380,614,18.71
Thoothukudi,Tapioca,Rainy,29.5,87,186.5,554,667,10.4
Pudukottai,Tapioca,Rainy,28.2,89,198.9,500,665,10.44
Krishnagiri,Groundnut,Rainy,27.9,90,182.1,627,869,54.72
Thiruvarur,Sugarcane,Summer,34.3,54,0.0,1265,869,7.29
Tiruchirappalli,Okra,Summer,38.6,55,9.4,594,436,37.92
Vellore,Beans,Rainy,28.2,94,193.2,481,611,26.31
Namakkal,Tomato,Rainy,28.7,94,193.4,734,861,19.37
Pudukottai,Tomato,Summer,36.2,59,11.0,905,647,34.0
Tiruppur,Beans,Normal,33.1,61,31.6,544,494,37.31
Tirunelveli,Banana,Light Rain,26.3,70,69.0,834,801,26.29
Sivaganga,Rice,Light Rain,25.5,75,57.0,975,1018,40.46
Ramanathapuram,Onion,Summer,36.1,57,6.7,784,585,44.39
Tiruppur,Okra,Light Rain,28.6,71,66.5,448,563,24.27
Krishnagiri,Carrot,Light Rain,29.7,71,66.3,531,448,35.19
Tiruvannamalai,Onion,Normal,33.9,69,20.1,759,686,31.96
Cuddalore,Beans,Summer,35.8,56,0.0,601,428,53.12
Salem,Tomato,Summer,37.1,61,0.0,892,607,34.13
Salem,Rice,Light Rain,26.1,79,66.1,924,1077,41.11
Thiruvarur,Okra,Summer,36.2,54,8.0,559,401,38.8
Salem,Tapioca,Normal,32.5,68,32.8,699,625,14.07
Tiruppur,Beans,Normal,30.3,61,22.2,574,582,36.93
Tiruppur,Cauliflower,Light Rain,26.6,80,57.4,504,501,27.35
Krishnagiri,Tomato,Summer,37.6,55,7.8,945,717,32.51
Salem,Drumstick,Rainy,27.9,89,185.0,341,416,32.01
Dharmapuri,Drumstick,Rainy,28.8,92,187.1,411,531,31.55
Namakkal,Okra,Light Rain,25.8,77,70.2,406,434,28.27
Nagapattinam,Coconut,Light Rain,25.5,76,62.8,792,787,17.1
Krishnagiri,Potato,Normal,30.1,60,25.9,614,627,31.79
Virudhunagar,Beans,Rainy,29.9,93,199.3,437,702,23.05
Tiruchirappalli,Banana,Light Rain,28.1,79,68.2,814,785,24.72
Tirunelveli,Snake Gourd,Rainy,27.3,92,193.5,334,339,19.46
Cuddalore,Banana,Summer,34.3,62,3.9,886,609,40.62
Cuddalore,Tomato,Normal,28.2,64,20.9,818,684,26.72
Thiruvarur,Tomato,Summer,33.3,60,9.0,868,626,35.65
Namakkal,Rice,Summer,37.2,59,6.6,1060,874,65.08
Villupuram,Bitter Gourd,Light Rain,25.8,76,54.8,384,299,33.27
Coimbatore,Cabbage,Rainy,28.3,86,181.8,575,729,15.09
Villupuram,Bitter Gourd,Summer,33.6,54,8.6,451,233,53.3
Thoothukudi,Onion,Light Rain,28.4,80,57.1,741,685,28.22
Tirunelveli,Rice,Normal,30.8,63,32.2,1026,923,49.53
Kanchipuram,Onion,Rainy,26.5,94,197.1,624,816,24.43
Kanchipuram,Rice,Normal,28.2,60,20.0,944,943,50.2
Vellore,Tomato,Normal,32.2,63,20.2,759,697,25.98
Sivaganga,Chilli,Rainy,27.0,84,191.5,443,496,83.29
Madurai,Okra,Normal,34.7,68,20.1,579,453,31.04
Thiruvarur,Banana,Rainy,25.3,94,186.4,735,950,21.7
Namakkal,Tomato,Summer,35.4,60,10.7,859,592,33.34
Thanjavur,Tomato,Rainy,28.0,85,181.6,729,873,17.26
Vellore,Mango,Light Rain,25.5,73,68.0,824,934,52.51
Salem,Tomato,Normal,29.8,62,36.0,731,714,26.05
Tirunelveli,Cashew,Normal,30.3,60,24.2,619,589,124.75
Chennai,Cabbage,Rainy,27.9,86,198.5,488,697,14.87
Namakkal,Rice,Normal,30.3,62,18.3,992,985,46.39
Pudukottai,Bitter Gourd,Light Rain,28.1,70,63.9,325,353,29.97
Coimbatore,Coconut,Summer,38.4,55,0.0,920,774,24.68
Namakkal,Coconut,Rainy,29.3,93,181.3,659,926,13.7
Coimbatore,Okra,Rainy,27.3,88,192.0,486,611,22.46
Vellore,Mango,Light Rain,27.7,79,65.3,859,802,49.76
Salem,Okra,Summer,36.6,52,4.1,585,353,46.23
Tiruchirappalli,Beans,Rainy,26.6,90,187.2,459,587,28.1
Thiruvarur,Okra,Summer,36.1,60,6.2,602,379,45.73
Villupuram,Beans,Light Rain,25.6,70,71.7,611,498,32.7
Kanchipuram,Rice,Normal,29.0,61,19.7,1049,1027,51.46
Cuddalore,Tapioca,Normal,27.9,61,25.1,665,602,13.54
Ramanathapuram,Tapioca,Normal,31.0,64,28.6,604,561,14.64
Tiruvannamalai,Beans,Normal,31.0,69,31.9,541,545,37.81
Krishnagiri,Groundnut,Light Rain,26.3,77,65.8,694,758,63.77
Tirunelveli,Chilli,Light Rain,26.7,70,52.5,471,424,107.09
Krishnagiri,Mango,Summer,36.7,62,0.0,980,760,80.83
Tirunelveli,Tomato,Light Rain,27.4,75,61.7,702,822,22.52
Virudhunagar,Banana,Rainy,30.4,87,192.3,637,996,18.86
Dindigul,Cabbage,Light Rain,29.9,77,56.8,552,610,19.57
Vellore,Mango,Summer,37.4,57,1.6,1019,763,81.33
Salem,Drumstick,Summer,35.7,62,0.0,493,397,57.09
Chennai,Bitter Gourd,Light Rain,26.7,72,54.4,406,354,31.41
Dharmapuri,Mango,Rainy,30.1,84,198.9,739,973,42.19
Thanjavur,Sugarcane,Summer,34.8,55,0.0,1317,919,6.98
